run,segment,field,detector,slot,source,pred_x,pred_y,peak_pixel,snap_dist,peak_excess,peak_counts,n_support,n_pixels,pixels,flag
8622,0,137/137A-exb-1500,upper,R1C2,Cd-109-9178,5.32,3.42,106,0.08,123.2,543786,7,4,106;107;114;115,
8622,0,137/137A-exb-1500,upper,R1C3,Bi-207-8890,5.32,-1.77,109,0.08,10.8,73888,6,4,108;109;117;118,
8622,0,137/137A-exb-1500,upper,R2C1,Bi-207-9176,-0.68,6.89,60,0.08,33.4,96630,7,6,47;59;60;61;72;73,
8622,0,137/137A-exb-1500,upper,R2C2,Bi-207-9177,0.82,0.83,76,0.08,6.1,91546,5,5,63;64;76;77;88,
8622,0,137/137A-exb-1500,upper,R2C3,Bi-207-8779,0.07,-5.67,80,0.78,14.8,64517,7,4,68;80;81;92,
8622,0,137/137A-exb-1500,lower,R1C2,Cd-109-9178,5.16,1.67,1019,0.11,122.4,1287253,7,4,1010;1011;1018;1019,
8622,0,137/137A-exb-1500,lower,R1C3,Bi-207-8890,5.16,-3.53,1022,0.11,44.6,202477,7,4,1013;1014;1022;1023,
8622,0,137/137A-exb-1500,lower,R2C1,Bi-207-9176,0.66,6.0,1048,0.11,33.6,254332,7,4,1036;1047;1048;1060,
8622,0,137/137A-exb-1500,lower,R2C2,Bi-207-9177,0.66,-0.93,1052,0.11,20.4,273101,7,6,1040;1051;1052;1053;1064;1065,
8622,0,137/137A-exb-1500,lower,R2C3,Bi-207-8779,-0.84,-6.99,1068,0.11,39.1,159267,7,4,1055;1056;1068;1069,
8623,0,137/137A-exb-1500,upper,R1C2,Cd-109-9178,2.23,3.39,86,0.08,24.7,396613,7,7,74;75;85;86;87;96;97,
8623,0,137/137A-exb-1500,upper,R1C3,Bi-207-8890,2.23,-1.81,89,0.08,3.6,37755,4,4,89;90;99;100,
8623,0,137/137A-exb-1500,upper,R2C1,Bi-207-9176,-3.77,6.85,36,0.08,29.6,27462,7,4,35;36;47;48,
8623,0,137/137A-exb-1500,upper,R2C2,Bi-207-9177,-2.27,0.79,51,0.08,2.1,133235,5,5,39;40;51;52;64,
8623,0,137/137A-exb-1500,upper,R2C3,Bi-207-8779,-3.02,-5.71,55,0.84,10.4,82746,6,4,44;55;56;68,
8623,0,137/137A-exb-1500,lower,R1C2,Cd-109-9178,3.04,1.34,1039,0.88,4.2,46145,4,5,1028;1029;1038;1039;1050,
8623,0,137/137A-exb-1500,lower,R1C3,Bi-207-8890,3.04,-3.86,1032,0.86,25.0,185578,7,7,1022;1023;1031;1032;1033;1042;1043,
8623,0,137/137A-exb-1500,lower,R2C1,Bi-207-9176,-1.46,5.67,1073,0.88,34.0,240524,7,4,1060;1072;1073;1084,
8623,0,137/137A-exb-1500,lower,R2C2,Bi-207-9177,-1.46,-1.26,1077,0.88,20.5,204837,7,5,1064;1065;1076;1077;1088,
8623,0,137/137A-exb-1500,lower,R2C3,Bi-207-8779,-2.96,-7.32,1081,0.86,70.9,122233,5,4,1068;1069;1080;1081,
8624,0,137/137A-exb-1500,upper,R1C2,Cd-109-9178,0.65,2.6,75,0.1,11.2,170584,7,5,62;74;75;86;87,
8624,0,137/137A-exb-1500,upper,R1C3,Bi-207-8890,0.65,-2.59,78,0.1,6.2,78869,5,5,66;78;79;89;90,
8624,0,137/137A-exb-1500,upper,R2C1,Bi-207-9176,-5.35,6.07,26,0.1,42.9,54638,6,3,25;26;36,
8624,0,137/137A-exb-1500,upper,R2C2,Bi-207-9177,-3.85,0.01,40,0.1,7.3,66112,6,4,29;30;39;40,
8624,0,137/137A-exb-1500,upper,R2C3,Bi-207-8779,-4.6,-6.49,33,0.77,5.2,29374,6,3,24;33;34,
